cpt,total_count,association,resolveFroms
45320,65,1.1818181818181819,93005|94760|36430|96374|96365|96372
0360,52,0.9454545454545454
0636,42,0.7636363636363637
J2405,36,0.6545454545454545
J3010,33,0.6
J2704,32,0.5818181818181818
88305,30,0.5454545454545454
J2250,30,0.5454545454545454
0250,29,0.5272727272727272
J1100,28,0.509090909090909
0710,26,0.4727272727272727
0312,25,0.45454545454545453
0370,24,0.43636363636363634
0310,21,0.38181818181818183
J7120,21,0.38181818181818183
0272,19,0.34545454545454546
0300,16,0.2909090909090909
80069,15,0.2727272727272727,80048|82947|84295|84132
J0690,14,0.2545454545454545
0258,13,0.23636363636363636
88304,12,0.21818181818181817
J1885,12,0.21818181818181817
0301,12,0.21818181818181817
J1170,11,0.2
85027,11,0.2,85018|85014
0305,10,0.18181818181818182
0270,9,0.16363636363636364
C9290,7,0.12727272727272726
88307,7,0.12727272727272726
J1644,7,0.12727272727272726
J2001,7,0.12727272727272726
86900,7,0.12727272727272726
86901,7,0.12727272727272726
86850,7,0.12727272727272726
36415,7,0.12727272727272726
85025,6,0.10909090909090909
0271,6,0.10909090909090909
J0131,6,0.10909090909090909
0302,6,0.10909090909090909
00902,6,0.10909090909090909,94640|99284
45172,6,0.10909090909090909,46255|44970|45385
81025,5,0.09090909090909091
80053,5,0.09090909090909091
88342,5,0.09090909090909091
J2710,5,0.09090909090909091
J7050,5,0.09090909090909091
58571,5,0.09090909090909091,52000
J0694,4,0.07272727272727272
0307,4,0.07272727272727272
J3490,4,0.07272727272727272
0730,4,0.07272727272727272
0259,4,0.07272727272727272
0637,4,0.07272727272727272
J2370,4,0.07272727272727272
J7030,3,0.05454545454545454
88341,3,0.05454545454545454
J0330,3,0.05454545454545454
J1200,3,0.05454545454545454
46505,3,0.05454545454545454
J0585,3,0.05454545454545454
J7121,3,0.05454545454545454
J2765,3,0.05454545454545454
82962,3,0.05454545454545454
0460,3,0.05454545454545454
J2270,3,0.05454545454545454
G0378,3,0.05454545454545454
0762,3,0.05454545454545454
46260,3,0.05454545454545454,46221
81267,3,0.05454545454545454,87497|87799
45171,2,0.03636363636363636
46250,2,0.03636363636363636
46999,2,0.03636363636363636
J1335,2,0.03636363636363636
88331,2,0.03636363636363636
0278,2,0.03636363636363636
0260,2,0.03636363636363636
C9399,2,0.03636363636363636
83036,2,0.03636363636363636
83735,2,0.03636363636363636
0306,2,0.03636363636363636
0390,2,0.03636363636363636
0750,2,0.03636363636363636
85610,2,0.03636363636363636
J1650,2,0.03636363636363636
0940,2,0.03636363636363636
0410,2,0.03636363636363636
51500,2,0.03636363636363636,49320
46200,1,0.01818181818181818
J0696,1,0.01818181818181818
45005,1,0.01818181818181818
52332,1,0.01818181818181818
C1758,1,0.01818181818181818
44204,1,0.01818181818181818
88312,1,0.01818181818181818
86705,1,0.01818181818181818
C1713,1,0.01818181818181818
87340,1,0.01818181818181818
86706,1,0.01818181818181818
0829,1,0.01818181818181818
G0379,1,0.01818181818181818
46030,1,0.01818181818181818
45999,1,0.01818181818181818
71046,1,0.01818181818181818
88332,1,0.01818181818181818
86923,1,0.01818181818181818
P9016,1,0.01818181818181818
85730,1,0.01818181818181818
P9041,1,0.01818181818181818
0391,1,0.01818181818181818
0324,1,0.01818181818181818
0D5N8ZZ,1,0.01818181818181818
94799,1,0.01818181818181818
97161,1,0.01818181818181818
0424,1,0.01818181818181818
J2800,1,0.01818181818181818
J0360,1,0.01818181818181818
0450,1,0.01818181818181818
87426,1,0.01818181818181818
94664,1,0.01818181818181818
00811,1,0.01818181818181818
0964,1,0.01818181818181818
88321,1,0.01818181818181818
J7040,1,0.01818181818181818
J1815,1,0.01818181818181818
C9113,1,0.01818181818181818
84100,1,0.01818181818181818
J3475,1,0.01818181818181818
A9270,1,0.01818181818181818
J7999,1,0.01818181818181818
46922,1,0.01818181818181818
0252,1,0.01818181818181818
83993,1,0.01818181818181818
83630,1,0.01818181818181818
0369,1,0.01818181818181818
88309,1,0.01818181818181818
81245,1,0.01818181818181818
90686,1,0.01818181818181818
82784,1,0.01818181818181818
G0008,1,0.01818181818181818
J7507,1,0.01818181818181818
0771,1,0.01818181818181818
46270,1,0.01818181818181818
45307,1,0.01818181818181818
