cpt,total_count,association,resolveFroms
0316T,9,1.0
0636,9,1.0
0360,9,1.0
0278,8,0.8888888888888888
J7120,6,0.6666666666666666
J0690,6,0.6666666666666666
J2704,6,0.6666666666666666
C1767,6,0.6666666666666666
J2405,6,0.6666666666666666
J3010,5,0.5555555555555556
J1100,5,0.5555555555555556
J2250,4,0.4444444444444444
61885,4,0.4444444444444444,93005
0300,3,0.3333333333333333
0710,3,0.3333333333333333
0258,3,0.3333333333333333
J2001,3,0.3333333333333333
J3370,3,0.3333333333333333
36415,2,0.2222222222222222
0305,2,0.2222222222222222
0301,2,0.2222222222222222
0250,2,0.2222222222222222
0272,2,0.2222222222222222
0271,2,0.2222222222222222
J0330,2,0.2222222222222222
0730,2,0.2222222222222222
88300,2,0.2222222222222222
J1885,2,0.2222222222222222
C1822,1,0.1111111111111111
84702,1,0.1111111111111111
J1170,1,0.1111111111111111
85025,1,0.1111111111111111
85027,1,0.1111111111111111
J0780,1,0.1111111111111111
80048,1,0.1111111111111111
72040,1,0.1111111111111111
84703,1,0.1111111111111111
71045,1,0.1111111111111111
86900,1,0.1111111111111111
86901,1,0.1111111111111111
J2710,1,0.1111111111111111
45541,1,0.1111111111111111
86850,1,0.1111111111111111
Z7512,1,0.1111111111111111
Z7506,1,0.1111111111111111
J2930,1,0.1111111111111111
Z7610,1,0.1111111111111111
Z7510,1,0.1111111111111111
Z7508,1,0.1111111111111111
0320,1,0.1111111111111111
0310,1,0.1111111111111111
0324,1,0.1111111111111111
J2370,1,0.1111111111111111
94640,1,0.1111111111111111
0410,1,0.1111111111111111
J0696,1,0.1111111111111111
0312,1,0.1111111111111111
